league_id,team_id,Team Name,player_api_id,player_name,Player Rating,Finishing,Acceleration,Interceptions,Marking,Positioning
7809,8234,SV Darmstadt 98,145536,Benjamin Huebner,74,25,61,73,76,41
7809,8234,SV Darmstadt 98,207039,Danilo Soares,72,49,77,68,69,59
7809,8234,SV Darmstadt 98,176831,Lukas Hinterseer,72,74,66,25,29,72
7809,8234,SV Darmstadt 98,27550,Marvin Matip,76,40,69,78,75,70
7809,8234,SV Darmstadt 98,185014,Matthew Leckie,73,72,91,44,25,71
15722,8242,SV Darmstadt 98,69249,Adam Mojta,66,58,72,54,67,58
15722,8242,SV Darmstadt 98,68839,Aleksander Kwiek,67,65,72,80,57,63
15722,8242,SV Darmstadt 98,118346,Filip Luksik,65,45,63,69,68,55
15722,8242,SV Darmstadt 98,13383,Maciej Korzym,67,64,80,61,44,74
15722,8242,SV Darmstadt 98,13405,Marcin Malinowski,65,51,56,75,61,55
15722,8244,SV Darmstadt 98,13349,Antoni Lukasiewicz,68,52,65,62,70,57
15722,8244,SV Darmstadt 98,69346,Maciej Iwanski,72,66,65,62,64,69
15722,8244,SV Darmstadt 98,69227,Marcin Kaczmarek,71,46,84,67,70,55
15722,8244,SV Darmstadt 98,30272,Marcin Mieciel,74,81,71,76,46,71
15722,8244,SV Darmstadt 98,36640,Marek Saganowski,72,79,72,64,39,78
15722,8245,SV Darmstadt 98,69611,Artur Jedrzejczyk,72,48,74,75,75,53
15722,8245,SV Darmstadt 98,92375,Cezary Wilk,72,62,77,79,71,64
15722,8245,SV Darmstadt 98,69214,Hernani,71,36,73,62,73,53
15722,8245,SV Darmstadt 98,280976,Luis Carlos,71,70,93,33,28,68
15722,8245,SV Darmstadt 98,13410,Mariusz Zganiacz,71,53,76,64,51,60
7809,8262,SV Darmstadt 98,119427,Aytac Sulu,75,43,72,70,74,37
7809,8262,SV Darmstadt 98,41930,Gyorgy Garics,77,62,81,72,78,77
7809,8262,SV Darmstadt 98,27352,Jan Rosenthal,74,74,75,64,37,76
7809,8262,SV Darmstadt 98,115670,Konstantin Rausch,75,61,79,73,72,70
7809,8262,SV Darmstadt 98,154245,Luca Caldirola,74,30,71,75,75,42
7809,8262,SV Darmstadt 98,36554,Marcel Heller,74,75,93,51,25,71
13274,8277,SV Darmstadt 98,71619,Anthony Annan,78,51,83,88,85,83
13274,8277,SV Darmstadt 98,178765,Davy Proepper,77,69,74,63,64,69
13274,8277,SV Darmstadt 98,157630,Guram Kashia,77,23,70,85,80,30
13274,8277,SV Darmstadt 98,30335,Laryea Kingston,80,63,78,67,60,70
13274,8277,SV Darmstadt 98,267380,Lucas Piazon,77,74,78,32,25,72
13274,8277,SV Darmstadt 98,150119,Marko Vejinovic,77,60,68,71,64,74
19694,8284,SV Darmstadt 98,32706,Colin Nish,75,81,54,58,22,74
19694,8284,SV Darmstadt 98,32449,Darren O'Dea,70,22,67,69,71,67
19694,8284,SV Darmstadt 98,32829,David Clarkson,72,80,75,62,36,70
19694,8284,SV Darmstadt 98,37774,Gary Harkins,69,63,73,53,57,67
19694,8284,SV Darmstadt 98,32618,Kevin Thomson,77,66,73,74,71,79
7809,8295,SV Darmstadt 98,38206,Alexander Iashvili,75,69,85,74,38,77
7809,8295,SV Darmstadt 98,25364,Andreas Goerlitz,75,47,77,79,77,76
7809,8295,SV Darmstadt 98,37381,Christian Eichner,75,42,80,74,74,80
7809,8295,SV Darmstadt 98,37385,Giovanni Federico,75,83,67,66,39,78
7809,8295,SV Darmstadt 98,94916,Lars Stindl,80,81,76,74,68,82
7809,8295,SV Darmstadt 98,36076,Maik Franz,76,38,72,71,76,72
7809,8295,SV Darmstadt 98,33686,Marco Engelhardt,76,66,71,69,66,76
7809,8295,SV Darmstadt 98,37377,Markus Miller,80,32,45,54,34,46
21518,8302,SV Darmstadt 98,33986,Andres Palop,85,25,60,42,25,25
21518,8302,SV Darmstadt 98,25773,Ivan Rakitic,85,82,75,73,52,80
21518,8302,SV Darmstadt 98,33991,Jesus Navas,86,72,93,67,37,83
21518,8302,SV Darmstadt 98,38821,Jose Antonio Reyes,85,79,87,82,24,84
21518,8302,SV Darmstadt 98,34106,Luis Fabiano,86,94,83,77,46,88
21518,8305,SV Darmstadt 98,32675,Cata Diaz,83,60,75,81,89,85
21518,8305,SV Darmstadt 98,33778,Daniel Guiza,83,92,80,69,25,86
21518,8305,SV Darmstadt 98,75307,Daniel Parejo,82,75,71,75,71,79
21518,8305,SV Darmstadt 98,38044,Ikechukwu Uche,81,87,87,52,26,79
21518,8305,SV Darmstadt 98,37461,Jaime Gavilan,82,77,78,85,61,85
21518,8305,SV Darmstadt 98,33845,Miguel Angel Moya,81,25,48,28,25,25
21518,8306,SV Darmstadt 98,71498,Javi Varas,78,25,51,43,25,25
21518,8306,SV Darmstadt 98,33963,Javier Garrido,76,53,76,79,77,74
21518,8306,SV Darmstadt 98,213729,Jonathan Viera,77,73,84,47,25,77
21518,8306,SV Darmstadt 98,33761,Juan Carlos Valeron,86,76,81,88,25,85
21518,8306,SV Darmstadt 98,37510,Momo,75,76,76,64,38,76
21518,8315,SV Darmstadt 98,33028,Aritz Aduriz,82,86,82,76,47,87
21518,8315,SV Darmstadt 98,411617,Aymeric Laporte,83,26,71,85,86,35
21518,8315,SV Darmstadt 98,45749,Benat Etxebarria,82,76,69,77,63,78
21518,8315,SV Darmstadt 98,33030,Fernando Llorente,83,87,77,77,53,88
21518,8315,SV Darmstadt 98,30277,Francisco Navarro Yeste,83,86,83,80,55,78
21518,8315,SV Darmstadt 98,37410,Javier Martinez,85,69,74,86,81,83
15722,8322,SV Darmstadt 98,33804,"Bartosz Lawa,25",67,62,72,62,50,56
15722,8322,SV Darmstadt 98,38828,"Ervin Skela,30",72,67,54,73,33,70
15722,8322,SV Darmstadt 98,40976,Marcelo Moretto,73,12,47,22,10,10
15722,8322,SV Darmstadt 98,184618,Marciano Bruma,65,21,73,53,64,58
15722,8322,SV Darmstadt 98,150809,Marcin Budzinski,66,56,64,62,53,63
1,8342,SV Darmstadt 98,166648,Carlos Bacca,82,88,85,34,25,85
1,8342,SV Darmstadt 98,33074,Eidur Gudjohnsen,86,88,78,84,42,83
1,8342,SV Darmstadt 98,39962,Fernando,79,66,76,79,75,83
1,8342,SV Darmstadt 98,163670,Ivan Perisic,82,81,83,68,36,83
1,8342,SV Darmstadt 98,14557,Lior Rafaelov,78,76,79,29,25,78
1,8342,SV Darmstadt 98,185644,Mathew Ryan,78,25,62,25,25,25
1729,8344,SV Darmstadt 98,33781,Craig Bellamy,82,87,91,77,60,86
1729,8344,SV Darmstadt 98,150176,Fabio,76,60,85,78,78,77
1729,8344,SV Darmstadt 98,49970,Gary Medel,81,64,77,86,81,74
1729,8344,SV Darmstadt 98,30988,Kenwyne Jones,79,84,86,64,50,78
1729,8344,SV Darmstadt 98,185389,Magnus Wolff Eikrem,76,70,75,68,74,75
17642,8348,SV Darmstadt 98,29580,Evaldo,75,54,83,76,73,74
17642,8348,SV Darmstadt 98,362711,Gerso Fernandes,75,66,93,25,25,76
17642,8348,SV Darmstadt 98,361321,Iuri Medeiros,75,70,87,30,25,76
17642,8348,SV Darmstadt 98,524434,Joao Palinha,74,38,65,78,72,43
17642,8348,SV Darmstadt 98,301809,Nabil Ghilas,78,78,76,43,29,79
7809,8350,SV Darmstadt 98,17312,Anther Yahia,76,44,78,71,74,71
7809,8350,SV Darmstadt 98,34971,Christian Tiffert,76,68,81,74,55,75
7809,8350,SV Darmstadt 98,39847,Ivo Ilicevic,77,73,80,67,38,74
7809,8350,SV Darmstadt 98,69923,Jan Simunek,76,68,71,75,79,76
7809,8350,SV Darmstadt 98,145550,Kevin Trapp,82,25,56,52,25,49
7809,8350,SV Darmstadt 98,209430,Konstantinos Fortounis,76,74,79,32,38,73
7809,8350,SV Darmstadt 98,39000,Martin Amedick,76,30,68,68,75,72
7809,8357,SV Darmstadt 98,324910,Abdul Rahman Baba,78,49,85,72,73,60
7809,8357,SV Darmstadt 98,34370,Djiby Fall,75,84,88,54,30,80
7809,8357,SV Darmstadt 98,179491,Edgar Prib,75,67,80,70,61,75
7809,8357,SV Darmstadt 98,30702,Gerald Asamoah,75,72,82,72,56,76
7809,8357,SV Darmstadt 98,237542,Johannes Geis,79,51,73,78,76,73
7809,8358,SV Darmstadt 98,132844,Admir Mehmedi,77,77,75,42,29,77
7809,8358,SV Darmstadt 98,33792,Andreas Hinkel,77,51,90,81,85,81
7809,8358,SV Darmstadt 98,188498,Daniel Caligiuri,78,74,84,51,25,77
7809,8358,SV Darmstadt 98,159594,Francis Coquelin,79,45,75,84,76,64
7809,8358,SV Darmstadt 98,303912,Matthias Ginter,77,66,59,81,78,60
7809,8358,SV Darmstadt 98,58346,Max Kruse,81,81,75,55,54,84
7809,8358,SV Darmstadt 98,30854,Mike Hanke,78,86,82,60,29,82
21518,8370,SV Darmstadt 98,19243,Diego Costa,86,90,83,69,28,89
21518,8370,SV Darmstadt 98,47547,Emiliano Insua,79,61,81,82,81,78
21518,8370,SV Darmstadt 98,270774,Franco Vazquez,80,79,69,48,44,74
21518,8370,SV Darmstadt 98,161015,Iago Falque,79,76,85,46,35,76
21518,8370,SV Darmstadt 98,74747,Javi Fuego,80,70,78,85,75,70
21518,8370,SV Darmstadt 98,358127,Leo Baptistao,79,78,81,25,25,85
21518,8370,SV Darmstadt 98,118528,Michu,80,84,70,75,57,85
21518,8371,SV Darmstadt 98,72541,Cesar Azpilicueta,82,62,83,81,86,69
21518,8371,SV Darmstadt 98,30907,Jaroslav Plasil,81,70,76,82,70,81
21518,8371,SV Darmstadt 98,37497,Javier Portillo,80,85,82,80,37,78
21518,8371,SV Darmstadt 98,38551,Joseba Llorente,81,89,77,70,52,84
21518,8371,SV Darmstadt 98,38424,Juanfran,81,71,83,83,80,81
21518,8372,SV Darmstadt 98,34381,Derek Boateng,77,47,82,80,62,74
21518,8372,SV Darmstadt 98,163971,Didac Vila,76,26,79,79,73,65
21518,8372,SV Darmstadt 98,170341,Eneko Boveda,76,57,77,76,76,70
21518,8372,SV Darmstadt 98,33856,Ivan Ramis,77,54,69,76,80,62
21518,8372,SV Darmstadt 98,37474,Manu del Moral,78,82,82,76,25,81
21518,8388,SV Darmstadt 98,37433,Antonio Guayre,78,80,80,61,45,70
21518,8388,SV Darmstadt 98,38136,Carlos Reina Aranda,74,77,77,60,59,75
21518,8388,SV Darmstadt 98,74435,Domingo Cisma,74,53,77,75,73,66
21518,8388,SV Darmstadt 98,38550,Jose Javier Barkero,78,73,72,72,69,78
21518,8388,SV Darmstadt 98,75195,Juan Pablo,77,21,62,47,21,34
21518,8394,SV Darmstadt 98,30852,Fernando Meira,85,29,77,88,84,87
21518,8394,SV Darmstadt 98,38700,Florent Sinama-Pongolle,83,85,90,68,29,77
21518,8394,SV Darmstadt 98,41464,Francisco Pavon,83,43,80,75,87,74
21518,8394,SV Darmstadt 98,33635,Gabi,82,67,79,84,75,76
21518,8394,SV Darmstadt 98,34601,Jermaine Pennant,82,61,90,69,31,71
7809,8398,SV Darmstadt 98,42221,Cagdas Atan,75,36,72,69,73,67
7809,8398,SV Darmstadt 98,26799,Dennis Soerensen,75,78,78,58,60,68
7809,8398,SV Darmstadt 98,37558,Dimitar Rangelov,74,76,80,68,36,77
7809,8398,SV Darmstadt 98,33339,Gerhard Tremmel,76,25,48,55,25,25
7809,8398,SV Darmstadt 98,45189,Jan Rajnoch,74,67,71,81,75,76
7809,8406,SV Darmstadt 98,324910,Abdul Rahman Baba,78,49,85,72,73,60
7809,8406,SV Darmstadt 98,39566,Alex Manninger,77,25,59,51,25,41
7809,8406,SV Darmstadt 98,243829,Andre Hahn,77,79,81,50,46,79
7809,8406,SV Darmstadt 98,277460,Arkadiusz Milik,77,84,76,36,32,75
7809,8406,SV Darmstadt 98,37319,Daniel Baier,79,64,77,84,73,72
7809,8406,SV Darmstadt 98,35997,Halil Altintop,81,84,84,67,25,81
7809,8406,SV Darmstadt 98,114737,Marwin Hitz,77,27,51,41,25,28
19694,8426,SV Darmstadt 98,89405,Abdul Osman,66,57,67,67,69,59
19694,8426,SV Darmstadt 98,212715,David Amoo,69,71,91,61,43,65
19694,8426,SV Darmstadt 98,149174,Frederik Frans,66,35,58,64,67,38
19694,8426,SV Darmstadt 98,22952,Isaac Osbourne,66,46,75,64,66,65
19694,8426,SV Darmstadt 98,80293,Kallum Higginbotham,68,65,73,32,25,64
19694,8426,SV Darmstadt 98,32457,Lee Mair,73,40,61,60,74,58
19694,8426,SV Darmstadt 98,179810,Mustapha Dumbuya,66,45,90,64,63,61
19694,8429,SV Darmstadt 98,35439,Derek Asamoah,72,64,90,66,43,81
19694,8429,SV Darmstadt 98,32621,Guillaume Beuzelin,75,64,61,67,39,64
19694,8429,SV Darmstadt 98,28901,James McArthur,76,56,73,75,73,71
19694,8429,SV Darmstadt 98,101192,James McCarthy,80,66,75,79,81,74
19694,8429,SV Darmstadt 98,30953,Jason Scotland,72,81,79,57,25,73
1729,8455,SV Darmstadt 98,30613,Cesc Fabregas,89,83,77,90,73,93
1729,8455,SV Darmstadt 98,30822,Didier Drogba,88,94,88,84,39,91
1729,8455,SV Darmstadt 98,107417,Eden Hazard,89,83,93,63,49,86
1729,8455,SV Darmstadt 98,30853,Fernando Torres,88,95,95,79,21,95
1729,8455,SV Darmstadt 98,30631,Frank Lampard,90,90,83,84,69,91
1729,8455,SV Darmstadt 98,30627,John Terry,91,46,73,86,93,91
1729,8455,SV Darmstadt 98,30675,Michael Essien,88,75,87,91,85,92
1729,8456,SV Darmstadt 98,38817,Carlos Tevez,88,92,90,77,61,91
1729,8456,SV Darmstadt 98,37459,David Silva,88,90,87,85,66,85
1729,8456,SV Darmstadt 98,30960,Emmanuel Adebayor,87,90,84,69,23,87
1729,8456,SV Darmstadt 98,30631,Frank Lampard,90,90,83,84,69,91
1729,8456,SV Darmstadt 98,36183,Jerome Boateng,87,37,79,84,84,72
19694,8457,SV Darmstadt 98,41592,Andrew Barrowman,66,72,62,18,10,59
19694,8457,SV Darmstadt 98,24575,Andy Kirk,66,68,72,17,26,68
19694,8457,SV Darmstadt 98,75348,Bernardo Dominguez,66,25,66,57,25,27
19694,8457,SV Darmstadt 98,24000,Iain Turner,71,25,78,75,32,64
19694,8457,SV Darmstadt 98,32968,John Potter,75,78,74,71,66,84
19694,8457,SV Darmstadt 98,32453,Mark Kerr,68,73,61,66,54,61
7809,8460,SV Darmstadt 98,94883,Alban Meha,74,72,78,46,51,68
7809,8460,SV Darmstadt 98,94164,Jens Wemmer,71,53,76,67,71,57
7809,8460,SV Darmstadt 98,37335,Lukas Kruse,72,25,59,56,25,35
7809,8460,SV Darmstadt 98,182892,Lukas Rupp,74,64,76,63,63,67
7809,8460,SV Darmstadt 98,37048,Mahir Saglik,71,78,77,55,23,71
7809,8460,SV Darmstadt 98,36379,Mario Vrancic,71,64,61,58,39,67
7809,8460,SV Darmstadt 98,269666,Marvin Bakalorz,71,56,69,67,67,61
7809,8460,SV Darmstadt 98,26928,Moritz Stoppelkamp,72,67,83,61,49,68
1729,8462,SV Darmstadt 98,30901,Aruna Dindane,83,85,85,62,18,77
1729,8462,SV Darmstadt 98,46518,Asmir Begovic,82,25,67,53,25,57
1729,8462,SV Darmstadt 98,36286,David James,83,21,62,72,27,64
1729,8462,SV Darmstadt 98,30348,Jermain Defoe,84,91,94,73,24,85
1729,8462,SV Darmstadt 98,34601,Jermaine Pennant,82,61,90,69,31,71
1729,8462,SV Darmstadt 98,27335,Kevin-Prince Boateng,85,80,82,77,72,82
1729,8462,SV Darmstadt 98,23988,Lassana Diarra,82,48,85,90,82,85
13274,8464,SV Darmstadt 98,26510,Gabor Babos,76,37,60,58,28,65
13274,8464,SV Darmstadt 98,212512,Jasper Cillessen,82,25,54,28,25,25
13274,8464,SV Darmstadt 98,42592,Khalid Sinouh,76,22,52,68,22,43
13274,8464,SV Darmstadt 98,39213,Lasse Schoene,77,75,78,67,49,76
13274,8464,SV Darmstadt 98,160211,Mostapha El Kabir,75,76,90,47,25,77
1729,8466,SV Darmstadt 98,30974,Artur Boruc,84,25,41,63,25,25
1729,8466,SV Darmstadt 98,94267,Dusan Tadic,81,73,81,43,49,75
1729,8466,SV Darmstadt 98,26552,Jose Fonte,81,65,72,85,84,71
1729,8466,SV Darmstadt 98,30841,Maarten Stekelenburg,85,42,64,62,28,71
1729,8466,SV Darmstadt 98,46893,Morgan Schneiderlin,82,64,74,86,77,67
19694,8467,SV Darmstadt 98,28110,Daniel Swanson,72,64,82,61,54,69
19694,8467,SV Darmstadt 98,39660,Derek Riordan,79,84,80,74,29,75
19694,8467,SV Darmstadt 98,133997,Francisco Sandaza,72,81,72,48,25,72
19694,8467,SV Darmstadt 98,24002,James McFadden,78,75,84,67,25,79
19694,8467,SV Darmstadt 98,131845,Jonatan Johansson,73,77,75,62,39,75
19694,8467,SV Darmstadt 98,23310,Michael Duberry,75,28,66,71,71,68
1729,8472,SV Darmstadt 98,24159,Adam Johnson,82,77,88,76,59,82
1729,8472,SV Darmstadt 98,23949,Darren Bent,85,90,94,77,31,88
1729,8472,SV Darmstadt 98,33418,Djibril Cisse,84,87,92,56,25,81
1729,8472,SV Darmstadt 98,23927,El Hadji Diouf,82,82,90,69,51,76
1729,8472,SV Darmstadt 98,30348,Jermain Defoe,84,91,94,73,24,85
1729,8472,SV Darmstadt 98,30885,John Mensah,84,38,68,77,90,86
1,8475,SV Darmstadt 98,170660,Ante Vukusic,73,74,82,25,25,77
1,8475,SV Darmstadt 98,36852,Daniel Cruz,72,68,72,70,38,70
1,8475,SV Darmstadt 98,78902,Ebrahima Ibou Sawaneh,72,77,85,48,26,71
1,8475,SV Darmstadt 98,8930,Hrvoje Cale,72,68,54,71,68,75
1,8475,SV Darmstadt 98,32760,Milos Maric,76,66,76,74,67,74
21518,8479,SV Darmstadt 98,38035,"Fernandez Aitor Tornavaca,29",77,62,64,77,65,74
21518,8479,SV Darmstadt 98,37434,Iago Bouzon,79,57,75,74,85,69
21518,8479,SV Darmstadt 98,74747,Javi Fuego,80,70,78,85,75,70
21518,8479,SV Darmstadt 98,75474,Javier Camunas,79,74,82,80,39,81
21518,8479,SV Darmstadt 98,30897,Kanga Akale,80,73,85,59,25,62
4769,8481,SV Darmstadt 98,120919,Aatif Chahechouhe,77,79,84,40,26,83
4769,8481,SV Darmstadt 98,31684,Abdeslam Ouaddou,78,34,78,79,83,71
4769,8481,SV Darmstadt 98,111801,Alfred N'Diaye,77,46,66,76,75,63
4769,8481,SV Darmstadt 98,131995,Benjamin Moukandjo,77,80,91,41,25,78
4769,8481,SV Darmstadt 98,26233,Gennaro Bracigliano,78,25,47,63,25,68
4769,8481,SV Darmstadt 98,46757,Julien Feret,79,75,81,71,55,75
4769,8481,SV Darmstadt 98,41198,Mustapha Bayal Sall,78,59,75,78,81,67
1729,8483,SV Darmstadt 98,17866,Andrew Reid,78,73,76,79,41,72
1729,8483,SV Darmstadt 98,39109,Charlie Adam,80,76,70,67,65,77
1729,8483,SV Darmstadt 98,40563,David Vaughan,77,68,76,69,66,72
1729,8483,SV Darmstadt 98,24001,James Beattie,80,83,76,75,42,78
1729,8483,SV Darmstadt 98,24772,Marlon Harewood,79,83,85,68,36,77
19694,8485,SV Darmstadt 98,32593,Andrew Driver,78,66,91,63,50,71
19694,8485,SV Darmstadt 98,32455,Barry Robson,80,69,82,66,54,72
19694,8485,SV Darmstadt 98,40570,Charles Mulgrew,75,42,74,80,75,66
19694,8485,SV Darmstadt 98,32427,Darren Mackie,77,79,83,55,22,64
19694,8485,SV Darmstadt 98,32465,David Goodwillie,75,84,82,49,25,78
19694,8485,SV Darmstadt 98,38966,Lee Miller,75,78,74,71,25,84
4769,8521,SV Darmstadt 98,26275,Alexis Thebaux,77,25,65,45,25,40
4769,8521,SV Darmstadt 98,32577,Bernard Mendy,73,57,90,72,76,76
4769,8521,SV Darmstadt 98,93471,Bruno Grougi,75,66,79,74,40,72
4769,8521,SV Darmstadt 98,112119,Charlison Benschop,73,74,74,31,34,73
4769,8521,SV Darmstadt 98,14560,Eden Ben Basat,73,77,73,31,41,76
4769,8521,SV Darmstadt 98,184521,Florian Lejeune,73,42,57,72,74,55
4769,8521,SV Darmstadt 98,37241,Geoffrey Dernis,76,75,87,76,70,75
4769,8521,SV Darmstadt 98,52054,John Jairo Culma,73,46,62,76,75,48
4769,8521,SV Darmstadt 98,32574,Jonathan Zebina,76,34,84,79,80,73
4769,8521,SV Darmstadt 98,158962,Magaye Gueye,73,76,83,55,27,71
10257,8524,SV Darmstadt 98,41475,Alessandro Diamanti,83,73,82,68,55,79
10257,8524,SV Darmstadt 98,41269,Alessio Cerci,82,79,88,67,30,82
10257,8524,SV Darmstadt 98,38490,Christian Vieri,84,91,76,79,26,88
10257,8524,SV Darmstadt 98,34969,Javier Chevanton,82,87,82,72,24,81
10257,8524,SV Darmstadt 98,39447,Marco Borriello,82,88,82,83,55,86
10257,8524,SV Darmstadt 98,26315,Mario Yepes,85,41,71,84,89,82
13274,8525,SV Darmstadt 98,25551,Bartholomew Ogbeche,75,78,82,63,31,76
13274,8525,SV Darmstadt 98,47552,Ben Sahar,73,78,92,38,20,76
13274,8525,SV Darmstadt 98,45830,Frank Demouge,73,85,68,76,55,80
13274,8525,SV Darmstadt 98,109649,Jan-Arie van der Heijden,74,53,69,76,79,66
13274,8525,SV Darmstadt 98,252969,Lucas Andersen,74,59,75,50,35,65
13274,8525,SV Darmstadt 98,352366,Mitchell Dijks,74,30,72,72,76,58
13274,8526,SV Darmstadt 98,32593,Andrew Driver,78,66,91,63,50,71
13274,8526,SV Darmstadt 98,47552,Ben Sahar,73,78,92,38,20,76
13274,8526,SV Darmstadt 98,26484,Boy Waterman,73,40,62,45,25,52
13274,8526,SV Darmstadt 98,150201,Luuk de Jong,79,83,78,43,39,84
13274,8526,SV Darmstadt 98,179239,Michael de Leeuw,74,82,68,45,39,79
1729,8528,SV Darmstadt 98,25156,Ali Al-Habsi,79,25,64,76,25,71
1729,8528,SV Darmstadt 98,35327,Antonio Valencia,84,75,92,73,65,84
1729,8528,SV Darmstadt 98,30922,Arouna Kone,80,82,88,58,35,83
1729,8528,SV Darmstadt 98,29581,Charles N'Zogbia,79,70,91,73,67,83
1729,8528,SV Darmstadt 98,49825,Franco Di Santo,79,82,78,51,25,78
1729,8528,SV Darmstadt 98,24841,Henri Camara,80,76,96,71,30,79
1729,8528,SV Darmstadt 98,101192,James McCarthy,80,66,75,79,81,74
1729,8528,SV Darmstadt 98,96481,Marcelo Moreno,79,82,77,24,32,82
10257,8529,SV Darmstadt 98,41411,Alessandro Matri,81,87,84,77,32,87
10257,8529,SV Darmstadt 98,41326,Andrea Cossu,80,69,87,76,33,78
10257,8529,SV Darmstadt 98,103266,Davide Astori,80,35,69,86,86,65
10257,8529,SV Darmstadt 98,39599,Federico Marchetti,84,41,62,62,30,61
10257,8529,SV Darmstadt 98,181910,Mattia Perin,81,26,67,34,34,46
10257,8530,SV Darmstadt 98,37503,Albano Benjamin Bizzarri,80,32,61,58,27,56
10257,8530,SV Darmstadt 98,39706,Giuseppe Mascara,80,78,82,83,54,81
10257,8530,SV Darmstadt 98,30907,Jaroslav Plasil,81,70,76,82,70,81
10257,8530,SV Darmstadt 98,25735,Juan Pablo Carrizo,80,26,59,33,25,29
10257,8530,SV Darmstadt 98,18823,Matias Silvestre,80,52,80,82,83,78
10257,8533,SV Darmstadt 98,37503,Albano Benjamin Bizzarri,80,32,61,58,27,56
10257,8533,SV Darmstadt 98,24504,Alessandro Gamberini,84,38,86,85,88,87
10257,8533,SV Darmstadt 98,27665,David Di Michele,82,79,82,81,54,82
10257,8533,SV Darmstadt 98,26315,Mario Yepes,85,41,71,84,89,82
10257,8533,SV Darmstadt 98,26472,Michael Bradley,80,78,85,78,73,84
10257,8534,SV Darmstadt 98,358155,Daniele Rugani,78,36,63,83,84,42
10257,8534,SV Darmstadt 98,293160,Elseid Hysaj,77,45,80,78,76,60
10257,8534,SV Darmstadt 98,37457,Francesco Tavano,79,82,82,74,31,79
10257,8534,SV Darmstadt 98,212643,Lorenzo Tonelli,78,35,75,81,82,28
10257,8534,SV Darmstadt 98,30284,Massimo Maccarone,77,82,83,77,36,80
10257,8534,SV Darmstadt 98,41688,Mirko Valdifiori,77,49,71,75,64,63
10257,8535,SV Darmstadt 98,39311,Adrian Mutu,85,92,88,80,21,87
10257,8535,SV Darmstadt 98,30881,Alberto Gilardino,85,93,83,78,28,95
10257,8535,SV Darmstadt 98,38827,Amauri,85,90,82,81,43,85
10257,8535,SV Darmstadt 98,38699,Giuseppe Rossi,85,90,87,78,46,88
10257,8535,SV Darmstadt 98,37824,Joaquin,88,74,89,78,60,82
10257,8535,SV Darmstadt 98,30709,Luca Toni,89,96,76,81,25,95
10257,8535,SV Darmstadt 98,27326,Mario Gomez,87,92,84,73,28,91
10257,8537,SV Darmstadt 98,41475,Alessandro Diamanti,83,73,82,68,55,79
10257,8537,SV Darmstadt 98,27606,Alessandro Grandoni,81,63,79,74,86,73
10257,8537,SV Darmstadt 98,11685,Antonio Candreva,83,75,87,76,58,78
10257,8537,SV Darmstadt 98,25337,Cristiano Lucarelli,85,91,76,87,25,85
10257,8537,SV Darmstadt 98,37457,Francesco Tavano,79,82,82,74,31,79
10257,8540,SV Darmstadt 98,30881,Alberto Gilardino,85,93,83,78,28,95
10257,8540,SV Darmstadt 98,49677,Edinson Cavani,87,90,84,75,51,90
10257,8540,SV Darmstadt 98,32747,Fabrizio Miccoli,83,85,90,77,26,85
10257,8540,SV Darmstadt 98,129391,Javier Pastore,84,78,81,69,49,81
10257,8540,SV Darmstadt 98,30713,Marco Amelia,83,42,51,64,27,16
10257,8543,SV Darmstadt 98,33418,Djibril Cisse,84,87,92,56,25,81
10257,8543,SV Darmstadt 98,39599,Federico Marchetti,84,41,62,62,30,61
10257,8543,SV Darmstadt 98,21446,Hernanes,85,79,76,85,80,91
10257,8543,SV Darmstadt 98,18506,Mauro Zarate,84,87,92,74,32,84
10257,8543,SV Darmstadt 98,30638,Miroslav Klose,87,92,91,83,25,90
19694,8548,SV Darmstadt 98,32496,Allan McGregor,80,25,43,52,25,25
19694,8548,SV Darmstadt 98,24978,Barry Ferguson,84,80,75,84,71,87
19694,8548,SV Darmstadt 98,39109,Charlie Adam,80,76,70,67,65,77
19694,8548,SV Darmstadt 98,38837,DaMarcus Beasley,80,72,93,73,69,73
19694,8548,SV Darmstadt 98,23927,El Hadji Diouf,82,82,90,69,51,76
19694,8548,SV Darmstadt 98,24001,James Beattie,80,83,76,75,42,78
19694,8548,SV Darmstadt 98,32578,Jerome Rothen,85,72,80,87,69,79
19694,8548,SV Darmstadt 98,32867,Kris Boyd,86,90,74,68,25,86
1729,8549,SV Darmstadt 98,24159,Adam Johnson,82,77,88,76,59,82
1729,8549,SV Darmstadt 98,35608,"Afonso Alves,24",84,93,79,78,49,82
1729,8549,SV Darmstadt 98,24166,David Wheater,77,54,66,73,73,70
1729,8549,SV Darmstadt 98,24167,Emanuel Pogatetz,77,30,76,75,81,77
1729,8549,SV Darmstadt 98,24753,Jeremie Aliadiere,77,81,91,64,25,79
1729,8549,SV Darmstadt 98,38491,Mido,77,81,70,66,33,74
4769,8550,SV Darmstadt 98,30679,Florent Malouda,87,79,89,79,68,84
4769,8550,SV Darmstadt 98,426873,Gaetan Bussmann,73,57,71,74,72,65
4769,8550,SV Darmstadt 98,25560,Guirane N'Daw,73,49,66,71,72,72
4769,8550,SV Darmstadt 98,185625,Jose Luis Palomino,73,26,65,71,75,28
4769,8550,SV Darmstadt 98,91560,Modibo Maiga,78,79,79,28,25,76
10257,8551,SV Darmstadt 98,31304,Alessandro Rosina,79,77,89,79,76,82
