team_api_id,league_id,name,team_long_name,Build Up Play Speed,Build Up Play Dribbling,Build Up Play Passing,Chance Creation Passing,Chance Creation Crossing,Chance Creation Shooting,Defence Pressure,Defence Aggression,Defence Team Width
8371,21518,Spain LIGA BBVA,CA Osasuna,39.67,17.67,49.5,53.5,61.67,56.5,44.33,55.67,65.83
10205,21518,Spain LIGA BBVA,Villarreal CF,38.83,14,32.33,45.5,49.33,61.5,52.5,46.5,56
9783,21518,Spain LIGA BBVA,RC Deportivo de La Coruña,51.17,18.33,42.83,39.83,53.67,64.17,42.17,46.5,58.33
8633,21518,Spain LIGA BBVA,Real Madrid CF,50.67,18.5,38.67,67.5,53.83,69,52,52.17,63.5
8388,21518,Spain LIGA BBVA,CD Numancia,50.33,16,45.5,50.67,45.33,56,45,48,59.67
8634,21518,Spain LIGA BBVA,FC Barcelona,35.83,11.67,34,45.17,33.33,53,64.33,54.5,66.5
8696,21518,Spain LIGA BBVA,Racing Santander,47.2,10.4,49.2,63.6,67.4,51.4,48.6,47.8,58.4
8302,21518,Spain LIGA BBVA,Sevilla FC,57,17.67,56,58.33,58.33,52.5,45.5,53.83,59.5
9869,21518,Spain LIGA BBVA,Real Sporting de Gijón,59,16,47.83,66.33,57.17,50.83,46.83,59.17,44.67
8305,21518,Spain LIGA BBVA,Getafe CF,34.5,13.83,39.67,50.33,44.83,55.33,48.17,41,51
8603,21518,Spain LIGA BBVA,Real Betis Balompié,52.33,16.33,40.67,55.67,48,56.5,54,46.83,56.67
8479,21518,Spain LIGA BBVA,RC Recreativo,42.5,15.17,50.5,44.67,45.67,36.67,39,48.33,57.67
8558,21518,Spain LIGA BBVA,RCD Espanyol,53.17,17.33,45.17,58.33,60.83,47.33,44.83,44.67,49.33
10281,21518,Spain LIGA BBVA,Real Valladolid,52.83,14,53.67,50.33,59.17,50.33,45.5,51.17,52.67
8315,21518,Spain LIGA BBVA,Athletic Club de Bilbao,51.67,14.5,48,46.67,70.17,46.83,39.67,62.33,56.83
9865,21518,Spain LIGA BBVA,UD Almería,50,13.67,60.5,55,52.5,49.83,46,57.5,46.17
9906,21518,Spain LIGA BBVA,Atlético Madrid,53.17,17,47.83,64.67,62.67,60,55.5,39.17,54.33
9864,21518,Spain LIGA BBVA,Málaga CF,48.5,15.5,42.17,58,57.83,55.17,54.83,53.83,46.17
9868,21518,Spain LIGA BBVA,Xerez Club Deportivo,47.5,0,44,45.25,50.75,50.25,47.25,52.5,53
8394,21518,Spain LIGA BBVA,Real Zaragoza,39.17,16.67,33.5,51.17,49.5,56.67,46.5,41.83,55
9867,21518,Spain LIGA BBVA,CD Tenerife,49.5,25,48.75,56.25,46,58.25,52.75,45,61.5
10278,21518,Spain LIGA BBVA,Hércules Club de Fútbol,50.6,9.4,49.4,56.6,49.8,61.8,46.6,49.8,55.4
8581,21518,Spain LIGA BBVA,Levante UD,54.5,14.5,56.67,58.33,53.33,58.17,40.67,45.17,52.33
8560,21518,Spain LIGA BBVA,Real Sociedad,40.17,17.33,38.5,56.33,51.17,59.83,47.83,48.5,57.33
7878,21518,Spain LIGA BBVA,Granada CF,52.4,22.4,44.4,65.2,68.4,52.4,49.8,45.8,65.8
8370,21518,Spain LIGA BBVA,Rayo Vallecano,42.17,17.33,43.5,42.5,47,53.17,55.17,51.17,58
9910,21518,Spain LIGA BBVA,RC Celta de Vigo,48.67,18.83,49.67,52.67,57,56,42.67,47,59.5
10268,21518,Spain LIGA BBVA,Elche CF,48.17,16.5,55.33,51.5,51.5,57.33,47.67,48,54.67
8372,21518,Spain LIGA BBVA,SD Eibar,62,51,52,59.5,55,58,37,56,49
7869,21518,Spain LIGA BBVA,Córdoba CF,40.33,15.5,46.33,41.67,59,51.17,36.83,38.33,48.67
8306,21518,Spain LIGA BBVA,UD Las Palmas,46,18.33,43.67,54,44.83,56.83,49.17,42.83,56.67
9956,24558,Switzerland Super League,Grasshopper Club Zürich,49.5,20,53.17,53,58.67,50.33,37.83,46.67,51.67
6493,24558,Switzerland Super League,AC Bellinzona,43.5,0,52,55,51.5,55,38.5,50,55.5
10192,24558,Switzerland Super League,BSC Young Boys,53.83,18.67,63,46,68.5,52,46.5,40,53.5
9931,24558,Switzerland Super League,FC Basel,55,21,44.83,60.83,63.83,52.5,47.67,57.5,54.5
9930,24558,Switzerland Super League,FC Aarau,53,29.67,53.33,56,63.67,61,48,47.67,51
10179,24558,Switzerland Super League,FC Sion,54.33,19,44,60.83,52.67,54.33,42.67,43.83,50
10199,24558,Switzerland Super League,FC Luzern,51.83,17,52.5,53,48.33,61,48,48.33,50.33
9824,24558,Switzerland Super League,FC Vaduz,53,32,56,38,53,46,42,33,58
7955,24558,Switzerland Super League,Neuchâtel Xamax,54.33,0,47.33,45.33,55.33,49,44.33,40.33,52.67
10243,24558,Switzerland Super League,FC Zürich,56.83,16.33,50,48,55.17,53.5,48.67,46,55.67
10190,24558,Switzerland Super League,FC St. Gallen,47.6,18.4,51.8,39.8,45.2,44.4,43.8,45.6,50.8
10191,24558,Switzerland Super League,FC Thun,56.6,23.6,35.8,63.2,36.4,59,45,42.8,51.6
9777,24558,Switzerland Super League,Servette FC,42,0,52.33,50.33,67.33,50,51,50,51
7730,24558,Switzerland Super League,FC Lausanne-Sports,38.75,13.75,51.75,49,60,52,46.75,47.5,53.75
